q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K6C3_10,k6_c3_may_tim_kiem,Thông tin **riêng tư/ít người quan tâm** thường:,Rất dễ tìm,Khó/ không tìm thấy trên máy tìm kiếm,Luôn ở trang đầu,Luôn có video,B,Thông hiểu,Chủ đề C – Bài 3
K6C3_11,k6_c3_may_tim_kiem,Tìm tài liệu “biến đổi khí hậu Việt Nam” sát nhất:,biến đổi khí hậu,biến đổi khí hậu ở Việt Nam “báo cáo”,thời tiết,khí hậu,AWS,B,Vận dụng,Chủ đề C – Bài 3
K6C3_12,k6_c3_may_tim_kiem,Cần tệp PDF từ trang chính thức Bộ GDĐT, truy vấn phù hợp là:,site:moet.gov.vn filetype:pdf hướng dẫn,hướng dẫn jpg,filetype:mp3 hướng dẫn,moet game,A,Vận dụng,Chủ đề C – Bài 3
K6C4_01,k6_c4_thuc_hanh_tim_kiem,Bước đầu tiên khi tìm thông tin hỗ trợ học Địa lí là:,Mở trình duyệt và chọn máy tìm kiếm (vd: google.com),Mở máy in,Mở máy ảnh,Mở Paint,A,Nhận biết,Chủ đề C – Bài 4
K6C4_02,k6_c4_thuc_hanh_tim_kiem,Từ khóa để tìm nội dung về khí hậu VN có thể là:,“truyện cười”,“biến đổi khí hậu ở Việt Nam”,“tuyển sinh lớp 10”,“chơi game”,B,Nhận biết,Chủ đề C – Bài 4
K6C4_03,k6_c4_thuc_hanh_tim_kiem,Sau khi có kết quả tìm kiếm ta cần:,Chọn kết quả phù hợp và đọc/ tóm tắt,Đóng máy,Đổi hình nền,In ngay,A,Nhận biết,Chủ đề C – Bài 4
K6C4_04,k6_c4_thuc_hanh_tim_kiem,Lưu tên tệp báo cáo phù hợp là:,New Document,Ảnh 1,Bài tập Địa lí,Không cần lưu,C,C,Nhận biết,Chủ đề C – Bài 4
K6C4_05,k6_c4_thuc_hanh_tim_kiem,Nguồn tin cậy thường là:,Trang chính thống/ cơ quan/ giáo dục,Trang lạ không rõ nguồn,Quảng cáo ngẫu nhiên,Diễn đàn ẩn danh,A,Nhận biết,Chủ đề C – Bài 4
K6C4_06,k6_c4_thuc_hanh_tim_kiem,Để tìm điểm du lịch ở Hạ Long, thao tác phù hợp:,Gõ “địa điểm tham quan Hạ Long”,Gõ “bài hát thiếu nhi”,Gõ “phần mềm vẽ”,Gõ “máy in”,A,Nhận biết,Chủ đề C – Bài 4
K6C4_07,k6_c4_thuc_hanh_tim_kiem,Vì sao cần tóm tắt sau khi đọc một trang web?,Để nhớ lâu, trích xuất ý chính phục vụ học tập,Vì đẹp,Để tăng bộ nhớ,Để đổi phông,B,Thông hiểu,Chủ đề C – Bài 4
K6C4_08,k6_c4_thuc_hanh_tim_kiem,Khi kết quả chưa phù hợp, nên:,Điều chỉnh/ bổ sung từ khóa,Không tìm nữa,Tắt mạng,Chụp màn hình,B,Thông hiểu,Chủ đề C – Bài 4
K6C4_09,k6_c4_thuc_hanh_tim_kiem,Từ khóa có dấu ngoặc kép giúp:,Trang đẹp hơn,Giới hạn kết quả đúng cụm từ,Phóng to ảnh,Tự động lưu,C,Thông hiểu,Chủ đề C – Bài 4
K6C4_10,k6_c4_thuc_hanh_tim_kiem,Bạn muốn tìm **tác giả bài hát yêu thích**, nên kèm từ khóa nào?,“ảnh đẹp”,“tác giả”,“địa chỉ nhà”,“thời khóa biểu”,B,Thông hiểu,Chủ đề C – Bài 4
K6C4_11,k6_c4_thuc_hanh_tim_kiem,Hoàn thành bài tập địa lí yêu cầu tóm tắt ngắn gọn. Cách làm hợp lí:,Sao chép toàn bộ,Chỉ chụp ảnh,Đọc – rút ý chính – ghi nguồn,Đổi tên nguồn,C,Vận dụng,Chủ đề C – Bài 4
K6C4_12,k6_c4_thuc_hanh_tim_kiem,Nhóm bạn tìm **3 điểm tham quan Hạ Long**. Đáp án nào **đúng** theo ví dụ mẫu?,Bãi biển Mỹ Khê – Phú Quốc – Bản Giốc,Vịnh Bái Tử Long – Khu di tích Yên Tử – Bán đảo Tuần Châu,Hồ Gươm – Fansipan – Đà Lạt,Tháp Chàm – Mũi Né – Củ Chi,B,Vận dụng,Chủ đề C – Bài 4
K6C5_01,k6_c5_thu_dien_tu,Thư điện tử (email) là:,Phương tiện gửi/nhận thông điệp qua mạng,Thiết bị in,Ổ cứng,Ứng dụng vẽ,A,Nhận biết,Chủ đề C – Bài 5
K6C5_02,k6_c5_thu_dien_tu,Địa chỉ email có dạng chung:,ten@ten_dich_vu,ten#ten_dich_vu,ten-ten_dich_vu,ten/ten_dich_vu,A,Nhận biết,Chủ đề C – Bài 5
K6C5_03,k6_c5_thu_dien_tu,Cấu trúc mẫu thư điện tử **bắt buộc** có:,Người nhận (To),Chủ đề, Tệp đính kèm,Sticker,A,Nhận biết,Chủ đề C – Bài 5
K6C5_04,k6_c5_thu_dien_tu,Ưu điểm nổi bật của email so với thư giấy:,Rất nhanh, có thể gửi nhiều người, đính kèm đa dạng,Chỉ gửi 1 người,Không gửi kèm được,Luôn mất phí,A,Nhận biết,Chủ đề C – Bài 5
K6C5_05,k6_c5_thu_dien_tu,Nhược điểm/ mặt trái có thể gặp của email:,Không bao giờ có virus,Gặp thư giả mạo/ lừa đảo/ thư rác,Đọc thư mất tiền,Không gửi được ảnh,B,Nhận biết,Chủ đề C – Bài 5
K6C5_06,k6_c5_thu_dien_tu,Chức năng **Trả lời (Reply)** dùng để:,Gửi lại cho người gửi ban đầu,In ngay,Xóa thư,Đổi mật khẩu,A,Nhận biết,Chủ đề C – Bài 5
K6C5_07,k6_c5_thu_dien_tu,Vì sao email được coi là thân thiện môi trường hơn thư giấy?,Do màu đẹp,Do không dùng giấy in,Do tắt máy nhanh,Do có hình động,B,Thông hiểu,Chủ đề C – Bài 5
K6C5_08,k6_c5_thu_dien_tu,Vì sao cần cảnh giác với tệp đính kèm lạ?,Vì nặng máy, Vì có thể chứa mã độc/ lừa đảo, làm lộ thông tin, Vì đẹp, Vì phát nhạc,B,Thông hiểu,Chủ đề C – Bài 5
K6C5_09,k6_c5_thu_dien_tu,Để gửi một thư cho **nhiều người**, thao tác hợp lí là:,Gửi từng thư thủ công,Sử dụng trường To/CC phù hợp,Đăng lên mạng xã hội,Gửi qua SMS,B,Thông hiểu,Chủ đề C – Bài 5
K6C5_10,k6_c5_thu_dien_tu,Tên đăng nhập nên đặt thế nào?,Tùy ý có ký tự đặc biệt khó đọc,Phản ánh tên/ lớp/ năm sinh (phù hợp môi trường học đường),Chỉ số ngẫu nhiên,Viết toàn dấu cách,B,Thông hiểu,Chủ đề C – Bài 5
K6C5_11,k6_c5_thu_dien_tu,Bạn cần soạn thư gửi cô giáo kèm bưu thiếp **20/11**. Cách làm đúng:,Soạn thư rõ chủ đề + nội dung; đính kèm file đúng; gửi,Chỉ đính kèm không nội dung,Để trống To,Gửi file .exe,A,Vận dụng,Chủ đề C – Bài 5
K6C5_12,k6_c5_thu_dien_tu,Nhận thư lạ yêu cầu cung cấp mật khẩu/OTP. Bạn nên:,Trả lời ngay,Chuyển tiếp cho nhiều người,Cảnh giác – không cung cấp – báo spam/phishing,Đổi ảnh đại diện,C,Vận dụng,Chủ đề C – Bài 5
K6C6_01,k6_c6_thuc_hanh_email,Bước đầu khi **tạo tài khoản email** là:,Truy cập gmail.com và chọn Tạo tài khoản,Mở Paint,Nhập mật khẩu vào ô tìm kiếm,In tài liệu,A,Nhận biết,Chủ đề C – Bài 6
K6C6_02,k6_c6_thuc_hanh_email,Bước đăng nhập đúng là:,Nhập địa chỉ và mật khẩu → Đăng nhập,Nhập tên bài hát,Chọn ảnh nền,Chọn máy in,A,Nhận biết,Chủ đề C – Bài 6
K6C6_03,k6_c6_thuc_hanh_email,Để **soạn thư mới** ta chọn nút nào trong Gmail?,Soạn (Compose),Tạo thư mục,In,Xóa,A,Nhận biết,Chủ đề C – Bài 6
K6C6_04,k6_c6_thuc_hanh_email,Đọc thư mới nhận ở đâu?,Hộp thư đến (Inbox),Thùng rác,Spam,Ưu tiên,A,Nhận biết,Chủ đề C – Bài 6
K6C6_05,k6_c6_thuc_hanh_email,Chức năng **Chuyển tiếp (Forward)** dùng để:,Gửi lại thư đó cho địa chỉ khác,In thư,Xóa tài khoản,Đổi ngôn ngữ,A,Nhận biết,Chủ đề C – Bài 6
K6C6_06,k6_c6_thuc_hanh_email,Tại sao cần **đăng xuất** khi dùng máy công cộng?,Để tiết kiệm pin,Để tránh người khác truy cập trái phép tài khoản email,Để tăng tốc mạng,Để xóa thư,B,Nhận biết,Chủ đề C – Bài 6
K6C6_07,k6_c6_thuc_hanh_email,Thực hành: soạn thư gửi bạn cùng lớp **góp ý thân thiện**. Điểm cần lưu ý là:,Gửi rỗng nội dung,Viết lịch sự, nêu rõ chủ đề, kiểm tra địa chỉ người nhận, gửi,Đính kèm file .exe,Không ghi tên người nhận,B,Thông hiểu,Chủ đề C – Bài 6
K6C6_08,k6_c6_thuc_hanh_email,Để đính kèm tệp vào thư, thao tác đúng:,Chọn biểu tượng ghim/ Attach → chọn tệp,Nhập tên tệp ở ô Chủ đề,Dán tệp vào nội dung,Đổi giao diện,A,Thông hiểu,Chủ đề C – Bài 6
K6C6_09,k6_c6_thuc_hanh_email,Khi quên đăng xuất trên máy lạ, nên làm gì ở nhà?,Bỏ qua,Đăng xuất từ xa/ đổi mật khẩu,Chia sẻ mật khẩu,In thư,B,Thông hiểu,Chủ đề C – Bài 6
K6C6_10,k6_c6_thuc_hanh_email,Thao tác nào giúp quản lí thư đến tốt hơn?,Tạo nhãn/ thư mục và lọc thư,Chỉ để tất cả ở Inbox,Xóa toàn bộ,Chuyển hết vào Spam,A,Thông hiểu,Chủ đề C – Bài 6
K6C6_11,k6_c6_thuc_hanh_email,Bài tập yêu cầu gửi thư kèm **bưu thiếp 20/11** cho GV. Trình tự hợp lí:,Đăng nhập → Soạn → Nhập người nhận → Chủ đề → Nội dung → Đính kèm → Gửi,Soạn trước rồi đăng nhập,Đính kèm trước khi mở Gmail,Chỉ nhập người nhận,A,Vận dụng,Chủ đề C – Bài 6
K6C6_12,k6_c6_thuc_hanh_email,Bạn nhận nhiều thư rác quảng cáo. Cách xử lí phù hợp là:,Trả lời tất cả,Đánh dấu Spam/ chặn người gửi,Chia sẻ cho lớp,Xóa tài khoản,B,Vận dụng,Chủ đề C – Bài 6
