studentId,skillId,score,lastUpdated
2324_0010,k6_b2_cac_thanh_phan,0.9,2025-01-15
2324_0010,k6_b3_ket_noi_mang,0.9,2025-01-15
2324_0010,k6_b4_an_toan_mang,0.9,2025-01-15
2324_0010,k6_c1_so_do_tu_duy,0.9,2025-01-15
2324_0010,k6_c2_tao_so_do_tu_duy,0.9,2025-01-15
2324_0010,k6_c3_chinh_sua_so_do,0.9,2025-01-15
2324_0010,k6_c4_trinh_bay_so_do,0.9,2025-01-15
2324_0010,k6_d1_van_ban_so,0.9,2025-01-15
2324_0010,k6_d2_soan_thao_van_ban,0.9,2025-01-15
2324_0010,k6_d3_dinh_dang_van_ban,0.9,2025-01-15
2324_0010,k6_e1_bang_tinh,0.9,2025-01-15
2324_0010,k6_e2_nhap_du_lieu,0.9,2025-01-15
2324_0010,k6_e3_tinh_toan,0.9,2025-01-15
2324_0010,k6_f1_trinh_chieu,0.9,2025-01-15
2324_0011,A1_Thong_tin_va_xu_li,0.48,2025-01-15
2324_0011,A2_Luu_tru_va_trao_doi,0.48,2025-01-15
2324_0011,A3_May_tinh_trong_HDTT,0.48,2025-01-15
2324_0011,A4_May_tinh_va_phan_mem,0.48,2025-01-15
2324_0011,A5_He_dieu_hanh,0.48,2025-01-15
2324_0011,k6_b1_khai_niem_loi_ich,0.48,2025-01-15
2324_0011,k6_b2_cac_thanh_phan,0.48,2025-01-15
2324_0011,k6_b3_ket_noi_mang,0.48,2025-01-15
2324_0011,k6_b4_an_toan_mang,0.48,2025-01-15
2324_0011,k6_c1_so_do_tu_duy,0.48,2025-01-15
2324_0011,k6_c2_tao_so_do_tu_duy,0.48,2025-01-15
2324_0011,k6_c3_chinh_sua_so_do,0.48,2025-01-15
2324_0011,k6_c4_trinh_bay_so_do,0.48,2025-01-15
2324_0011,k6_d1_van_ban_so,0.48,2025-01-15
2324_0011,k6_d2_soan_thao_van_ban,0.48,2025-01-15
2324_0011,k6_d3_dinh_dang_van_ban,0.48,2025-01-15
2324_0011,k6_e1_bang_tinh,0.48,2025-01-15
2324_0011,k6_e2_nhap_du_lieu,0.48,2025-01-15
2324_0011,k6_e3_tinh_toan,0.48,2025-01-15
2324_0011,k6_f1_trinh_chieu,0.48,2025-01-15
2324_0012,A1_Thong_tin_va_xu_li,0.82,2025-01-15
2324_0012,A2_Luu_tru_va_trao_doi,0.82,2025-01-15
2324_0012,A3_May_tinh_trong_HDTT,0.82,2025-01-15
2324_0012,A4_May_tinh_va_phan_mem,0.82,2025-01-15
2324_0012,A5_He_dieu_hanh,0.82,2025-01-15
2324_0012,k6_b1_khai_niem_loi_ich,0.82,2025-01-15
2324_0012,k6_b2_cac_thanh_phan,0.82,2025-01-15
2324_0012,k6_b3_ket_noi_mang,0.82,2025-01-15
2324_0012,k6_b4_an_toan_mang,0.82,2025-01-15
2324_0012,k6_c1_so_do_tu_duy,0.82,2025-01-15
2324_0012,k6_c2_tao_so_do_tu_duy,0.82,2025-01-15
2324_0012,k6_c3_chinh_sua_so_do,0.82,2025-01-15
2324_0012,k6_c4_trinh_bay_so_do,0.82,2025-01-15
2324_0012,k6_d1_van_ban_so,0.82,2025-01-15
2324_0012,k6_d2_soan_thao_van_ban,0.82,2025-01-15
2324_0012,k6_d3_dinh_dang_van_ban,0.82,2025-01-15
2324_0012,k6_e1_bang_tinh,0.82,2025-01-15
2324_0012,k6_e2_nhap_du_lieu,0.82,2025-01-15
2324_0012,k6_e3_tinh_toan,0.82,2025-01-15
2324_0012,k6_f1_trinh_chieu,0.82,2025-01-15
2324_0013,A1_Thong_tin_va_xu_li,0.78,2025-01-15
2324_0013,A2_Luu_tru_va_trao_doi,0.78,2025-01-15
2324_0013,A3_May_tinh_trong_HDTT,0.78,2025-01-15
2324_0013,A4_May_tinh_va_phan_mem,0.78,2025-01-15
2324_0013,A5_He_dieu_hanh,0.78,2025-01-15
2324_0013,k6_b1_khai_niem_loi_ich,0.78,2025-01-15
2324_0013,k6_b2_cac_thanh_phan,0.78,2025-01-15
2324_0013,k6_b3_ket_noi_mang,0.78,2025-01-15
2324_0013,k6_b4_an_toan_mang,0.78,2025-01-15
2324_0013,k6_c1_so_do_tu_duy,0.78,2025-01-15
2324_0013,k6_c2_tao_so_do_tu_duy,0.78,2025-01-15
2324_0013,k6_c3_chinh_sua_so_do,0.78,2025-01-15
2324_0013,k6_c4_trinh_bay_so_do,0.78,2025-01-15
2324_0013,k6_d1_van_ban_so,0.78,2025-01-15
2324_0013,k6_d2_soan_thao_van_ban,0.78,2025-01-15
2324_0013,k6_d3_dinh_dang_van_ban,0.78,2025-01-15
2324_0013,k6_e1_bang_tinh,0.78,2025-01-15
2324_0013,k6_e2_nhap_du_lieu,0.78,2025-01-15
2324_0013,k6_e3_tinh_toan,0.78,2025-01-15
2324_0013,k6_f1_trinh_chieu,0.78,2025-01-15
2324_0014,A1_Thong_tin_va_xu_li,0.9,2025-01-15
2324_0014,A2_Luu_tru_va_trao_doi,0.9,2025-01-15
2324_0014,A3_May_tinh_trong_HDTT,0.9,2025-01-15
2324_0014,A4_May_tinh_va_phan_mem,0.9,2025-01-15
2324_0014,A5_He_dieu_hanh,0.9,2025-01-15
2324_0014,k6_b1_khai_niem_loi_ich,0.9,2025-01-15
2324_0014,k6_b2_cac_thanh_phan,0.9,2025-01-15
2324_0014,k6_b3_ket_noi_mang,0.9,2025-01-15
2324_0014,k6_b4_an_toan_mang,0.9,2025-01-15
2324_0014,k6_c1_so_do_tu_duy,0.9,2025-01-15
2324_0014,k6_c2_tao_so_do_tu_duy,0.9,2025-01-15
2324_0014,k6_c3_chinh_sua_so_do,0.9,2025-01-15
2324_0014,k6_c4_trinh_bay_so_do,0.9,2025-01-15
2324_0014,k6_d1_van_ban_so,0.9,2025-01-15
2324_0014,k6_d2_soan_thao_van_ban,0.9,2025-01-15
2324_0014,k6_d3_dinh_dang_van_ban,0.9,2025-01-15
2324_0014,k6_e1_bang_tinh,0.9,2025-01-15
2324_0014,k6_e2_nhap_du_lieu,0.9,2025-01-15
2324_0014,k6_e3_tinh_toan,0.9,2025-01-15
2324_0014,k6_f1_trinh_chieu,0.9,2025-01-15
2324_0015,A1_Thong_tin_va_xu_li,0.68,2025-01-15
2324_0015,A2_Luu_tru_va_trao_doi,0.68,2025-01-15
2324_0015,A3_May_tinh_trong_HDTT,0.68,2025-01-15
2324_0015,A4_May_tinh_va_phan_mem,0.68,2025-01-15
2324_0015,A5_He_dieu_hanh,0.68,2025-01-15
2324_0015,k6_b1_khai_niem_loi_ich,0.68,2025-01-15
2324_0015,k6_b2_cac_thanh_phan,0.68,2025-01-15
2324_0015,k6_b3_ket_noi_mang,0.68,2025-01-15
2324_0015,k6_b4_an_toan_mang,0.68,2025-01-15
2324_0015,k6_c1_so_do_tu_duy,0.68,2025-01-15
2324_0015,k6_c2_tao_so_do_tu_duy,0.68,2025-01-15
2324_0015,k6_c3_chinh_sua_so_do,0.68,2025-01-15
2324_0015,k6_c4_trinh_bay_so_do,0.68,2025-01-15
2324_0015,k6_d1_van_ban_so,0.68,2025-01-15
2324_0015,k6_d2_soan_thao_van_ban,0.68,2025-01-15
2324_0015,k6_d3_dinh_dang_van_ban,0.68,2025-01-15
2324_0015,k6_e1_bang_tinh,0.68,2025-01-15
2324_0015,k6_e2_nhap_du_lieu,0.68,2025-01-15
2324_0015,k6_e3_tinh_toan,0.68,2025-01-15
2324_0015,k6_f1_trinh_chieu,0.68,2025-01-15
2324_0016,A1_Thong_tin_va_xu_li,0.96,2025-01-15
2324_0016,A2_Luu_tru_va_trao_doi,0.96,2025-01-15
2324_0016,A3_May_tinh_trong_HDTT,0.96,2025-01-15
2324_0016,A4_May_tinh_va_phan_mem,0.96,2025-01-15
2324_0016,A5_He_dieu_hanh,0.96,2025-01-15
2324_0016,k6_b1_khai_niem_loi_ich,0.96,2025-01-15
2324_0016,k6_b2_cac_thanh_phan,0.96,2025-01-15
2324_0016,k6_b3_ket_noi_mang,0.96,2025-01-15
2324_0016,k6_b4_an_toan_mang,0.96,2025-01-15
2324_0016,k6_c1_so_do_tu_duy,0.96,2025-01-15
2324_0016,k6_c2_tao_so_do_tu_duy,0.96,2025-01-15
2324_0016,k6_c3_chinh_sua_so_do,0.96,2025-01-15
2324_0016,k6_c4_trinh_bay_so_do,0.96,2025-01-15
2324_0016,k6_d1_van_ban_so,0.96,2025-01-15
2324_0016,k6_d2_soan_thao_van_ban,0.96,2025-01-15
2324_0016,k6_d3_dinh_dang_van_ban,0.96,2025-01-15
2324_0016,k6_e1_bang_tinh,0.96,2025-01-15
2324_0016,k6_e2_nhap_du_lieu,0.96,2025-01-15
2324_0016,k6_e3_tinh_toan,0.96,2025-01-15
2324_0016,k6_f1_trinh_chieu,0.96,2025-01-15
2324_0017,A1_Thong_tin_va_xu_li,0.75,2025-01-15
2324_0017,A2_Luu_tru_va_trao_doi,0.75,2025-01-15
2324_0017,A3_May_tinh_trong_HDTT,0.75,2025-01-15
2324_0017,A4_May_tinh_va_phan_mem,0.75,2025-01-15
2324_0017,A5_He_dieu_hanh,0.75,2025-01-15
2324_0017,k6_b1_khai_niem_loi_ich,0.75,2025-01-15
2324_0017,k6_b2_cac_thanh_phan,0.75,2025-01-15
2324_0017,k6_b3_ket_noi_mang,0.75,2025-01-15
2324_0017,k6_b4_an_toan_mang,0.75,2025-01-15
2324_0017,k6_c1_so_do_tu_duy,0.75,2025-01-15
2324_0017,k6_c2_tao_so_do_tu_duy,0.75,2025-01-15
2324_0017,k6_c3_chinh_sua_so_do,0.75,2025-01-15
2324_0017,k6_c4_trinh_bay_so_do,0.75,2025-01-15
2324_0017,k6_d1_van_ban_so,0.75,2025-01-15
2324_0017,k6_d2_soan_thao_van_ban,0.75,2025-01-15
2324_0017,k6_d3_dinh_dang_van_ban,0.75,2025-01-15
2324_0017,k6_e1_bang_tinh,0.75,2025-01-15
2324_0017,k6_e2_nhap_du_lieu,0.75,2025-01-15
2324_0017,k6_e3_tinh_toan,0.75,2025-01-15
2324_0017,k6_f1_trinh_chieu,0.75,2025-01-15
2324_0018,A1_Thong_tin_va_xu_li,0.85,2025-01-15
2324_0018,A2_Luu_tru_va_trao_doi,0.85,2025-01-15
2324_0018,A3_May_tinh_trong_HDTT,0.85,2025-01-15
2324_0018,A4_May_tinh_va_phan_mem,0.85,2025-01-15
2324_0018,A5_He_dieu_hanh,0.85,2025-01-15
2324_0018,k6_b1_khai_niem_loi_ich,0.85,2025-01-15
2324_0018,k6_b2_cac_thanh_phan,0.85,2025-01-15
2324_0018,k6_b3_ket_noi_mang,0.85,2025-01-15
2324_0018,k6_b4_an_toan_mang,0.85,2025-01-15
2324_0018,k6_c1_so_do_tu_duy,0.85,2025-01-15
2324_0018,k6_c2_tao_so_do_tu_duy,0.85,2025-01-15
2324_0018,k6_c3_chinh_sua_so_do,0.85,2025-01-15
2324_0018,k6_c4_trinh_bay_so_do,0.85,2025-01-15
2324_0018,k6_d1_van_ban_so,0.85,2025-01-15
2324_0018,k6_d2_soan_thao_van_ban,0.85,2025-01-15
2324_0018,k6_d3_dinh_dang_van_ban,0.85,2025-01-15
2324_0018,k6_e1_bang_tinh,0.85,2025-01-15
2324_0018,k6_e2_nhap_du_lieu,0.85,2025-01-15
2324_0018,k6_e3_tinh_toan,0.85,2025-01-15
2324_0018,k6_f1_trinh_chieu,0.85,2025-01-15
2324_0019,A1_Thong_tin_va_xu_li,0.6,2025-01-15
2324_0019,A2_Luu_tru_va_trao_doi,0.6,2025-01-15
2324_0019,A3_May_tinh_trong_HDTT,0.6,2025-01-15
2324_0019,A4_May_tinh_va_phan_mem,0.6,2025-01-15
2324_0019,A5_He_dieu_hanh,0.6,2025-01-15
2324_0019,k6_b1_khai_niem_loi_ich,0.6,2025-01-15
2324_0019,k6_b2_cac_thanh_phan,0.6,2025-01-15
2324_0019,k6_b3_ket_noi_mang,0.6,2025-01-15
2324_0019,k6_b4_an_toan_mang,0.6,2025-01-15
2324_0019,k6_c1_so_do_tu_duy,0.6,2025-01-15
2324_0019,k6_c2_tao_so_do_tu_duy,0.6,2025-01-15
2324_0019,k6_c3_chinh_sua_so_do,0.6,2025-01-15
2324_0019,k6_c4_trinh_bay_so_do,0.6,2025-01-15
2324_0019,k6_d1_van_ban_so,0.6,2025-01-15
2324_0019,k6_d2_soan_thao_van_ban,0.6,2025-01-15
2324_0019,k6_d3_dinh_dang_van_ban,0.6,2025-01-15
2324_0019,k6_e1_bang_tinh,0.6,2025-01-15
2324_0019,k6_e2_nhap_du_lieu,0.6,2025-01-15
2324_0019,k6_e3_tinh_toan,0.6,2025-01-15
2324_0019,k6_f1_trinh_chieu,0.6,2025-01-15
2324_0020,A1_Thong_tin_va_xu_li,0.91,2025-01-15
2324_0020,A2_Luu_tru_va_trao_doi,0.91,2025-01-15
2324_0020,A3_May_tinh_trong_HDTT,0.91,2025-01-15
2324_0020,A4_May_tinh_va_phan_mem,0.91,2025-01-15
2324_0020,A5_He_dieu_hanh,0.91,2025-01-15
2324_0020,k6_b1_khai_niem_loi_ich,0.91,2025-01-15
2324_0020,k6_b2_cac_thanh_phan,0.91,2025-01-15
2324_0020,k6_b3_ket_noi_mang,0.91,2025-01-15
2324_0020,k6_b4_an_toan_mang,0.91,2025-01-15
2324_0020,k6_c1_so_do_tu_duy,0.91,2025-01-15
2324_0020,k6_c2_tao_so_do_tu_duy,0.91,2025-01-15
2324_0020,k6_c3_chinh_sua_so_do,0.91,2025-01-15
2324_0020,k6_c4_trinh_bay_so_do,0.91,2025-01-15
2324_0020,k6_d1_van_ban_so,0.91,2025-01-15
2324_0020,k6_d2_soan_thao_van_ban,0.91,2025-01-15
2324_0020,k6_d3_dinh_dang_van_ban,0.91,2025-01-15
2324_0020,k6_e1_bang_tinh,0.91,2025-01-15
2324_0020,k6_e2_nhap_du_lieu,0.91,2025-01-15
2324_0020,k6_e3_tinh_toan,0.91,2025-01-15
2324_0020,k6_f1_trinh_chieu,0.91,2025-01-15
