q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K8A1_11,A_Lich_su_may_tinh,Tuy máy tính bảng/điện thoại rất tiện lợi nhưng nhược điểm của thiết bị quá nhỏ gọn là gì?,Khó kết nối mạng Internet,Tiêu thụ điện năng nhiều hơn máy tính bàn,Dễ bị rơi vỡ thất lạc hoặc mất trộm,Tốc độ xử lý chậm hơn máy tính thế hệ 1,C,Vận dụng,Tin 8 – Chủ đề A – Bài 1
K8A1_12,A_Lich_su_may_tinh,Để mô phỏng khoa học phức tạp (như dự báo thời tiết toàn cầu) ta nên dùng loại máy tính nào?,Máy tính bảng thế hệ mới,Siêu máy tính (Supercomputer) với khả năng xử lý song song,Điện thoại thông minh cao cấp,Máy tính xách tay văn phòng,B,Vận dụng,Tin 8 – Chủ đề A – Bài 1
K8A2_01,A_Lich_su_may_tinh,Giai đoạn đầu của giao tiếp người - máy tính sử dụng phương thức nào để nhập dữ liệu?,Chuột và bàn phím,Màn hình cảm ứng,Băng đục lỗ và bìa đục lỗ,Giọng nói,C,Nhận biết,Tin 8 – Chủ đề A – Bài 2
K8A2_02,A_Lich_su_may_tinh,Phương thức "Giao tiếp dòng lệnh" xuất hiện sau giai đoạn nào?,Sau giao tiếp bằng đồ họa,Sau giao tiếp bằng giọng nói,Sau giai đoạn dùng băng đục lỗ,Sau giai đoạn dùng màn hình cảm ứng,C,Nhận biết,Tin 8 – Chủ đề A – Bài 2
K8A2_03,A_Lich_su_may_tinh,Thiết bị nào đánh dấu bước ngoặt chuyển sang giao tiếp đồ họa (GUI) thân thiện hơn?,Băng đục lỗ,Chuột máy tính,Bàn phím cơ,Loa máy tính,B,Nhận biết,Tin 8 – Chủ đề A – Bài 2
K8A2_04,A_Lich_su_may_tinh,Công nghệ mới nào giúp chuyển đổi văn bản in hoặc tiếng nói thành dữ liệu số?,Màn hình đen trắng,Công nghệ nhận dạng (OCR/Voice recognition),Công nghệ in ấn,Công nghệ đèn chân không,B,Nhận biết,Tin 8 – Chủ đề A – Bài 2
K8A2_05,A_Lich_su_may_tinh,Máy tính giúp con người "học mọi lúc mọi nơi" thông qua tiện ích nào?,Kết nối mạng và học trực tuyến (E-learning),Chơi game offline,Soạn thảo văn bản,Lưu trữ dữ liệu trên đĩa mềm,A,Nhận biết,Tin 8 – Chủ đề A – Bài 2
K8A2_06,A_Lich_su_may_tinh,Sự phát triển của giao tiếp người - máy tính diễn ra theo xu hướng nào?,Ngày càng phức tạp và khó sử dụng hơn,Ngày càng tiện lợi và thân thiện với con người hơn,Không thay đổi qua các thời kỳ,Quay lại sử dụng các công cụ thô sơ,B,Thông hiểu,Tin 8 – Chủ đề A – Bài 2
K8A2_07,A_Lich_su_may_tinh,Vì sao màn hình cảm ứng trên điện thoại thông minh được coi là bước tiến lớn trong giao tiếp người - máy?,Vì nó giúp máy tính chạy nhanh hơn,Vì nó loại bỏ hoàn toàn bàn phím vật lý và chuột giúp thao tác trực tiếp,Vì nó tiêu thụ nhiều điện năng hơn,Vì nó giúp màn hình to hơn tivi,B,Thông hiểu,Tin 8 – Chủ đề A – Bài 2
K8A2_08,A_Lich_su_may_tinh,Máy tính đã thay đổi cách thức liên lạc của con người như thế nào so với phương thức truyền thống (thư tay)?,Chậm hơn nhưng an toàn hơn,Nhanh chóng tức thời và đa dạng (gọi video chat email),Chỉ gửi được văn bản không gửi được hình ảnh,Tốn kém chi phí hơn nhiều lần,B,Thông hiểu,Tin 8 – Chủ đề A – Bài 2
K8A2_09,A_Lich_su_may_tinh,Lợi ích lớn nhất của việc ứng dụng máy tính trong y tế là gì?,Để bác sĩ giải trí trong giờ nghỉ,Hỗ trợ chẩn đoán hình ảnh phẫu thuật nội soi và lưu trữ hồ sơ bệnh án chính xác,Giảm số lượng bác sĩ trong bệnh viện,Tăng chi phí khám chữa bệnh,B,Thông hiểu,Tin 8 – Chủ đề A – Bài 2
K8A2_10,A_Lich_su_may_tinh,Khi cần tìm đường đến một địa điểm lạ em sử dụng ứng dụng bản đồ trên điện thoại thay vì hỏi đường người dân. Đây là ví dụ về:,Sự lệ thuộc hoàn toàn vào máy tính,Kỹ năng giao tiếp kém,Ứng dụng tiện ích của máy tính để giải quyết vấn đề thực tế chính xác và nhanh chóng,Việc lãng phí pin điện thoại,C,Vận dụng,Tin 8 – Chủ đề A – Bài 2
K8A2_11,A_Lich_su_may_tinh,Một học sinh dùng máy tính để tham gia lớp học trực tuyến với giáo viên nước ngoài. Điều này thể hiện vai trò gì của máy tính?,Kết nối toàn cầu và xóa bỏ khoảng cách địa lý trong giáo dục,Làm học sinh lười đến trường,Gây hại cho mắt học sinh,Tăng chi phí đi lại,A,Vận dụng,Tin 8 – Chủ đề A – Bài 2
K8A2_12,A_Lich_su_may_tinh,Trong tương lai giao tiếp người - máy có thể phát triển đến mức độ nào (theo dự đoán)?,Dùng lại thẻ đục lỗ để bảo mật,Điều khiển máy tính bằng suy nghĩ (sóng não) hoặc cử chỉ tự nhiên,Loại bỏ hoàn toàn màn hình hiển thị,Con người không cần giao tiếp với máy tính nữa,B,Vận dụng,Tin 8 – Chủ đề A – Bài 2
