q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K7D2_01,D2_Tranh_rui_ro_tren_mang,Tác hại của nghiện Internet mạng xã hội có thể là,Suy giảm sức khỏe học tập giảm và xa lánh giao tiếp,Luôn tăng điểm và khỏe hơn,Không có ảnh hưởng nào,Luôn giúp tập trung,A.,Nhận biết,Tin 7 – Chủ đề D – Bài 2
K7D2_02,D2_Tranh_rui_ro_tren_mang,Nội dung xấu không phù hợp lứa tuổi là,Đồi trụy bạo lực xuyên tạc sự thật,Thông báo của nhà trường,Lịch học chính khóa,Thư cảm ơn,A.,Nhận biết,Tin 7 – Chủ đề D – Bài 2
K7D2_03,D2_Tranh_rui_ro_tren_mang,Dụ dỗ bắt nạt trên mạng thường nhằm vào,Thanh thiếu niên thiếu kinh nghiệm,Người không dùng mạng,Nhà cung cấp dịch vụ,Máy in siêu thị,A.,Nhận biết,Tin 7 – Chủ đề D – Bài 2
K7D2_04,D2_Tranh_rui_ro_tren_mang,Hành vi nào là tiếp tay cho bắt nạt trên mạng,Chia sẻ phát tán nội dung bêu xấu nạn nhân,An ủi nạn nhân và báo người lớn,Tắt máy và không tham gia,Giữ bí mật cho bạn bị hại,A.,Nhận biết,Tin 7 – Chủ đề D – Bài 2
K7D2_05,D2_Tranh_rui_ro_tren_mang,Hành vi vi phạm pháp luật trên Internet là,Đăng tin giả xâm phạm đời tư đạo văn,bình luận xây dựng,trao đổi học tập,đăng tác phẩm của mình,A.,Nhận biết,Tin 7 – Chủ đề D – Bài 2
K7D2_06,D2_Tranh_rui_ro_tren_mang,Vì sao không nên làm theo yêu cầu lạ qua webcam,Để tránh bị ghi hình tống tiền hoặc làm nhục,Để tiết kiệm pin,Để mạng nhanh hơn,Để máy mát hơn,A.,Thông hiểu,Tin 7 – Chủ đề D – Bài 2
K7D2_07,D2_Tranh_rui_ro_tren_mang,Vì sao lan truyền tin giả là nguy hiểm,Gây hoang mang xúc phạm người khác và có thể vi phạm pháp luật,Chỉ làm tăng lượt xem,Không ảnh hưởng ai,Giúp kết bạn nhanh hơn,A.,Thông hiểu,Tin 7 – Chủ đề D – Bài 2
K7D2_08,D2_Tranh_rui_ro_tren_mang,Đạo văn là gì,Lấy nguyên nội dung của người khác và coi như của mình,Trích dẫn có nguồn,Lược dịch có ghi tác giả,Chia sẻ đường liên kết gốc,A.,Thông hiểu,Tin 7 – Chủ đề D – Bài 2
K7D2_09,D2_Tranh_rui_ro_tren_mang,Thiết lập thói quen an toàn giúp tránh rủi ro nào,Dụ dỗ bắt nạt lừa đảo và lộ thông tin,Giáo viên cho điểm phạt,Giảm tốc độ máy in,Tăng cân nhanh,A.,Thông hiểu,Tin 7 – Chủ đề D – Bài 2
K7D2_10,D2_Tranh_rui_ro_tren_mang,Tình huống bị đe dọa tung ảnh riêng tư lên mạng Bạn nên,Báo ngay cho cha mẹ thầy cô và lưu giữ bằng chứng đồng thời không làm theo yêu cầu,Giữ kín và làm theo mọi yêu cầu của kẻ xấu,Tranh cãi trực tiếp trên mạng,Gửi tiền theo hướng dẫn,A.,Vận dụng,Tin 7 – Chủ đề D – Bài 2
K7D2_11,D2_Tranh_rui_ro_tren_mang,Tình huống thấy bài đăng có dấu hiệu tin giả Cách xử lí,Không chia sẻ báo cáo cho nền tảng và kiểm tra nguồn tin,Chia sẻ ngay cho nóng,Bình luận xúc phạm người đăng,Thu thập dữ liệu cá nhân của họ,A.,Vận dụng,Tin 7 – Chủ đề D – Bài 2
K7D2_12,D2_Tranh_rui_ro_tren_mang,Tình huống muốn dùng một ảnh đẹp trên mạng cho bài tập Cách đúng là,Xin phép hoặc dùng ảnh cho phép sử dụng và ghi nguồn rõ ràng,Sao chép coi như của mình,Cắt logo tác giả rồi dùng,Đăng ảnh gốc mà không ghi nguồn,A.,Vận dụng,Tin 7 – Chủ đề D – Bài 2
