q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K7F1_12,F1_Tim_kiem_tuan_tu,Sau khi tìm thấy x ở vị trí i ta nên,Kết thúc thuật toán ngay,Lặp tiếp đến cuối,Dừng và xóa phần tử,Đổi chỗ phần tử,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 1
K7F2_01,F2_Tim_kiem_nhi_phan,Tìm kiếm nhị phân áp dụng khi nào,Khi dãy đã sắp thứ tự,Khi dãy ngẫu nhiên,Khi dãy chỉ có một phần tử,Khi dãy rỗng,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 2
K7F2_02,F2_Tim_kiem_nhi_phan,Ý tưởng chính của nhị phân là,Chia đôi dần để thu hẹp phạm vi,So sánh tuần tự từng phần tử,Hoán đổi cặp liền kề,Chọn phần tử lớn nhất rồi đổi chỗ,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 2
K7F2_03,F2_Tim_kiem_nhi_phan,Phần tử ở giữa thường kí hiệu,am,a1,an,x,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 2
K7F2_04,F2_Tim_kiem_nhi_phan,Khi x lớn hơn phần tử giữa ta,Lược bỏ nửa đầu và tìm ở nửa sau,Lược bỏ nửa sau,Tạm dừng thuật toán,Đổi chỗ hai đầu,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 2
K7F2_05,F2_Tim_kiem_nhi_phan,Kết thúc không tìm thấy khi,Phạm vi tìm kiếm rỗng,Luôn còn ít nhất hai phần tử,Khi i âm,Khi j âm,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 2
K7F2_06,F2_Tim_kiem_nhi_phan,Tại sao nhị phân nhanh hơn tuần tự,Giảm phạm vi theo lũy thừa hai,Do bỏ qua so sánh,Do chạy song song,Do không cần truy cập bộ nhớ,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 2
K7F2_07,F2_Tim_kiem_nhi_phan,Vì sao không dùng nhị phân cho dãy chưa sắp,Kết luận sai do giả thiết không thỏa,Do thiếu biến,Do không có điều kiện dừng,Do không có phần tử giữa,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 2
K7F2_08,F2_Tim_kiem_nhi_phan,Khái niệm chia để trị trong bài là,Chia bài toán thành hai phần và giải tiếp một phần,Chỉ chia mà không giải,Giải cả hai phần song song,Không chia chỉ đoán kết quả,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 2
K7F2_09,F2_Tim_kiem_nhi_phan,Trong ví dụ tìm 44 ở dãy đã sắp kết luận là,Tìm thấy 44 tại vị trí 5,Không tìm thấy,Tại vị trí 1,Tại vị trí 8,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 2
K7F2_10,F2_Tim_kiem_nhi_phan,Tình huống thực tế giống nhị phân,Tra từ trong từ điển đã sắp chữ cái,Mở từng trang ngẫu nhiên,Tìm đồ vật trong phòng bừa bộn,Đếm số học sinh,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 2
K7F2_11,F2_Tim_kiem_nhi_phan,Khi số cần tìm không có trong dãy đã sắp thì,Thu hẹp dần đến khi phạm vi rỗng rồi báo không tìm thấy,Luôn trả về đầu dãy,Chọn một vị trí bất kì,Đổi chỗ phần tử,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 2
K7F2_12,F2_Tim_kiem_nhi_phan,Để dùng nhị phân trước hết cần,Đảm bảo dữ liệu được sắp đúng thứ tự,Tắt máy tính,Đổi phông chữ,Tăng độ sáng màn hình,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 2
K7F3_01,F3_Sap_xep_chon,Sắp xếp chọn là gì,Chọn phần tử lớn nhất của đoạn còn lại rồi đổi chỗ về đầu,Đổi chỗ cặp liền kề cho đến khi có thứ tự,Chia đôi dãy khi tìm,Chỉ tìm vị trí giữa,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 3
K7F3_02,F3_Sap_xep_chon,Đầu vào của thuật toán sắp xếp chọn là,Dãy số ban đầu,Dãy đã tăng dần,Chỉ một số,Không có dữ liệu,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 3
K7F3_03,F3_Sap_xep_chon,Đầu ra mong muốn theo giáo án là,Dãy giảm dần,Dãy tăng dần,Dãy ngẫu nhiên,Dãy chỉ có số chẵn,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 3
K7F3_04,F3_Sap_xep_chon,Bước tìm vị trí m dùng để,Xác định vị trí phần tử lớn nhất trong đoạn,Xác định phần tử giữa,Đếm số lượng phần tử,Chia đôi dãy,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 3
K7F3_05,F3_Sap_xep_chon,Lặp với i từ 1 đến n − 1 nghĩa là,Chạy i lần lượt từ 1 đến n trừ 1,Chạy đến n,Chạy đến n cộng 1,Chỉ chạy i bằng 1,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 3
K7F3_06,F3_Sap_xep_chon,Khi nào không cần đổi chỗ am và ai,Khi am đã đúng vị trí cần đưa về,Khi am luôn nhỏ nhất,Khi ai là số âm,Khi ai là số lẻ,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 3
K7F3_07,F3_Sap_xep_chon,Tiêu chí phải nêu rõ khi phát biểu bài toán sắp xếp,Là tăng dần hay giảm dần và dữ liệu cần sắp,Là màu nền,Là kích thước chữ,Là kiểu phông,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 3
K7F3_08,F3_Sap_xep_chon,Vì sao sắp xếp giúp tìm kiếm nhanh hơn,Vì dữ liệu có thứ tự dễ áp dụng nhị phân,Vì ít phần tử hơn,Vì bỏ qua điều kiện dừng,Vì không cần so sánh,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 3
K7F3_09,F3_Sap_xep_chon,Sau mỗi vòng i của sắp xếp chọn ta có,Đoạn đầu đã đúng thứ tự theo tiêu chí,Đoạn cuối đúng,Toàn bộ dãy đúng,Không có gì thay đổi,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 3
K7F3_10,F3_Sap_xep_chon,Tình huống áp dụng sắp xếp chọn,Sắp điểm từ cao xuống thấp bằng cách chọn lớn nhất đưa lên đầu,Tìm một số trong dãy đã sắp,Tìm kiếm tuần tự,Tạo biểu đồ,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 3
K7F3_11,F3_Sap_xep_chon,Để sắp theo thứ tự tăng dần ta có thể,Sửa bước tìm thành tìm giá trị nhỏ nhất,Giữ nguyên không đổi,Thêm chia đôi dãy,Chỉ đổi chỗ đầu cuối,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 3
K7F3_12,F3_Sap_xep_chon,Trong mô phỏng dãy 11 70 18 39 63 52 41 5 sau bước 1,ký vọng phần tử lớn nhất về đầu dãy,Ký vọng phần tử nhỏ nhất về cuối,Không đổi chỗ,Luôn dừng vòng lặp,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 3
K7F4_01,F4_Sap_xep_noi_bot,Sắp xếp nổi bọt là gì,So sánh và đổi chỗ các cặp liền kề qua nhiều lượt,Chọn phần tử lớn nhất rồi đổi chỗ,Chia đôi dãy,Chỉ tìm vị trí giữa,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 4
K7F4_02,F4_Sap_xep_noi_bot,Sau lượt đầu của nổi bọt,Phần tử lớn nhất đã dồn về cuối dãy,Phần tử nhỏ nhất về cuối,Không có thay đổi,Toàn bộ đã đúng,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 4
K7F4_03,F4_Sap_xep_noi_bot,Dấu hiệu kết thúc trong mô tả giáo án,Lượt vừa qua không có đổi chỗ nào,Luôn đủ n lượt,Luôn có đổi chỗ,Không cần kiểm tra,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 4
K7F4_04,F4_Sap_xep_noi_bot,Đổi chỗ xảy ra khi,ai lớn hơn ai+1,và ai nhỏ hơn ai+1,ai bằng ai+1,Không điều kiện,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 4
K7F4_05,F4_Sap_xep_noi_bot,Tên nổi bọt gợi ý điều gì,Phần tử lớn nổi dần lên cuối dãy,Phần tử nhỏ trôi xuống đầu,Không có ý nghĩa,Do chọn ngẫu nhiên,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 4
K7F4_06,F4_Sap_xep_noi_bot,So với chọn thì nổi bọt khác ở điểm chính,Đổi chỗ chỉ giữa cặp liền kề,Chọn phần tử lớn nhất,Không cần so sánh,Chia đôi dãy,B.,Thông hiểu,Tin 7 – Chủ đề F – Bài 4
K7F4_07,F4_Sap_xep_noi_bot,Tại sao cần biến cờ kiểm tra đổi chỗ,Để biết lượt vừa rồi có hoán đổi hay không,Để đếm phần tử âm,Để lưu mật khẩu,Để tạo biểu đồ,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 4
K7F4_08,F4_Sap_xep_noi_bot,Nếu dãy đã có thứ tự tăng thì,nổi bọt kết thúc sau một lượt,phải đổi chỗ nhiều lần,không thể kết thúc,cần chọn phần tử giữa,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 4
K7F4_09,F4_Sap_xep_noi_bot,Nên xét cặp nào trong mỗi lượt,(a1 a2) rồi (a2 a3) đến (an−1 an),(a1 an) rồi (a2 an−1),(a1 a3) rồi (a2 a4),Chỉ (a1 a2),A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 4
K7F4_10,F4_Sap_xep_noi_bot,Tình huống thực hành phù hợp,Robot so sánh kẹo trong các hộp liền kề và đổi chỗ khi trái thứ tự,Chia đôi dãy để tìm,Chọn lớn nhất đưa lên đầu,Chỉ đếm số phần tử,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 4
K7F4_11,F4_Sap_xep_noi_bot,Để sắp giảm dần bằng nổi bọt ta,Coi điều kiện đổi chỗ khi ai nhỏ hơn ai+1,Giữ nguyên điều kiện,Không đổi gì và vẫn tăng dần,Chia đôi dãy,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 4
K7F4_12,F4_Sap_xep_noi_bot,Trong dãy 15 1 31 9 78 42 theo mô phỏng giáo án,số lượt cần thiết có thể là hai,là một,không xác định,phải là sáu,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 4
K7F5_01,F5_Thuc_hanh_mo_phong,Mục tiêu chính của bài thực hành là,Mô phỏng các thuật toán tìm kiếm và sắp xếp trên dãy nhỏ,Viết chương trình hoàn chỉnh,Chỉ đọc lí thuyết,Không làm bài tập,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 5
K7F5_02,F5_Thuc_hanh_mo_phong,Bước đầu để mô phỏng tìm kiếm tuần tự là,Chọn số cần tìm và xét từ đầu dãy,Chọn giữa dãy,Đổi chỗ cặp liền kề,Chia đôi dãy,B.,Nhận biết,Tin 7 – Chủ đề F – Bài 5
K7F5_03,F5_Thuc_hanh_mo_phong,Để mô phỏng sắp xếp chọn cần,Theo dõi chỉ số i và vị trí m lớn nhất,Chỉ đổi chỗ ngẫu nhiên,Chia dãy làm ba,Không ghi lại bước,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 5
K7F5_04,F5_Thuc_hanh_mo_phong,Để mô phỏng sắp xếp nổi bọt cần,So sánh các cặp liền kề qua nhiều lượt,Chọn phần tử giữa,Chỉ tìm kiếm x,Không cần trạng thái,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 5
K7F5_05,F5_Thuc_hanh_mo_phong,Kết quả mong đợi khi mô phỏng,Trình bày bảng diễn biến các bước đúng logic,Chỉ nêu đáp án cuối,Không cần giải thích,Không cần thứ tự,A.,Nhận biết,Tin 7 – Chủ đề F – Bài 5
K7F5_06,F5_Thuc_hanh_mo_phong,Khi mô phỏng cần lí do vì sao dừng ở giữa vì,Đã tìm thấy x hoặc không còn phạm vi,Do hết giờ,Do sai thiết bị,Do đổi chỗ sai,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 5
K7F5_07,F5_Thuc_hanh_mo_phong,Vì sao nên ghi rõ tiêu chí tăng hay giảm trong sắp xếp,Để xác định đúng hướng đổi chỗ,Để trang trí tài liệu,Để tăng số bước,Để bỏ qua so sánh,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 5
K7F5_08,F5_Thuc_hanh_mo_phong,So sánh nhanh nhị phân và tuần tự,Nhị phân ít bước hơn nếu dãy đã sắp,Tuần tự luôn ít bước hơn,Tuần tự không cần dữ liệu,Nhị phân dùng cho mọi dãy,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 5
K7F5_09,F5_Thuc_hanh_mo_phong,Trong bảng mô phỏng nên có cột nào,Bước và hành động và nhận xét,Kích thước font,Màu nền,Ngày tháng,A.,Thông hiểu,Tin 7 – Chủ đề F – Bài 5
K7F5_10,F5_Thuc_hanh_mo_phong,Tình huống áp dụng lớp học,Giáo viên yêu cầu mô phỏng tìm x bằng tuần tự và nhị phân và so sánh bước,Chỉ viết đoạn văn,Chỉ vẽ hình,Cài đặt máy in,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 5
K7F5_11,F5_Thuc_hanh_mo_phong,Khi mô phỏng sắp xếp dãy 8 phần tử giảm dần em nên,Chọn thuật toán và ghi lại từng lượt rõ ràng,Đổi chỗ ngẫu nhiên,Chỉ ghi kết quả cuối,Gộp các bước,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 5
K7F5_12,F5_Thuc_hanh_mo_phong,Để so sánh hai thuật toán sắp xếp trong thực hành nên,Đếm số lượt và số lần đổi chỗ,Chỉ nhìn dãy cuối,Thay dữ liệu mới mỗi bước,Không ghi chép,A.,Vận dụng,Tin 7 – Chủ đề F – Bài 5
